field_1,Unnamed_ 0,name,lat,lng,district,layer,path
"18","17",深大,"22.54387","113.950339",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"19","18",桃园,"22.538089","113.931322",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"20","19",大新,"22.538102","113.921714",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"21","20",鲤鱼门,"22.538211","113.909832",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"22","21",前海湾,"22.542733","113.904232","地铁11号线;地铁1号线;地铁5号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"23","22",新安,"22.553954","113.900891",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"24","23",宝安中心,"22.560836","113.893654","地铁1号线;地铁5号线",1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"25","24",宝体,"22.566541","113.887784",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"26","25",坪洲,"22.575276","113.877227",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"27","26",西乡,"22.581735","113.869117",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"28","27",固戍,"22.60669","113.853605",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"29","28",后瑞,"22.634498","113.842017",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"30","29",机场东,"22.652709","113.829258",地铁1号线,1号线,E:/jojo/UCL/T2/0012/Q1_QGIS/1号线.shp|layername=1号线
"30","30",赤湾,"22.485483","113.904203","地铁2号线;地铁5号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"31","31",蛇口港,"22.4826","113.918663","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"32","32",海上世界,"22.491116","113.92165","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"33","33",水湾,"22.494247","113.926343","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"34","34",东角头,"22.491948","113.93766","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"35","35",湾厦,"22.499032","113.945229","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"36","36",海月,"22.505611","113.944315","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"37","37",登良,"22.514872","113.944351","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"38","38",后海,"22.523707","113.947799","地铁11号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"39","39",科苑,"22.532669","113.953068","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"40","40",红树湾,"22.531056","113.975165","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"41","41",世界之窗,"22.542891","113.980583","地铁1号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"42","42",侨城北,"22.55044","113.995854","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"43","43",深康,"22.552827","114.005578","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"44","44",安托山,"22.554985","114.012557","地铁2号线;地铁7号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"45","45",侨香,"22.555923","114.020839","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"46","46",香蜜,"22.558811","114.030406","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"47","47",香梅北,"22.560118","114.039793","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"48","48",景田,"22.559418","114.05003","地铁2号线;地铁8号线;地铁9号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"49","49",莲花西,"22.55248","114.056665","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"50","50",福田,"22.545641","114.060784","地铁11号线;地铁2号线;地铁3号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"51","51",市民中心,"22.546784","114.067844","地铁2号线;地铁4号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"52","52",岗厦北,"22.546799","114.075212","地铁10号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"53","53",华强北,"22.549777","114.092509","地铁2号线;地铁7号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"54","54",燕南,"22.550472","114.098596","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"55","55",大剧院,"22.547971","114.114678","地铁1号线;地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"56","56",湖贝,"22.550606","114.13172","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"57","57",黄贝岭,"22.552284","114.142497","地铁2号线;地铁5号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"58","58",新秀,"22.553693","114.155465","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"59","59",莲塘口岸,"22.559303","114.161879","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"60","60",仙湖路,"22.569759","114.172875","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"61","61",莲塘,"22.5698","114.181004","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"205","205",梧桐山南,"22.563193","114.189988","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"206","206",沙头角地铁站,"22.560659","114.227811","308路;M191路;M199路;M205路;M314路;M437路;M520路",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"207","207",地铁站(壹海城店),"22.560978","114.245588",深圳市盐田区海山街道鹏湾社区沙头角中心深盐路与海山路交汇处壹海城F1,2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"208","208",盐田港西,"22.568848","114.253226","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"209","209",深外高中,"22.590081","114.25109","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"210","210",盐田路,"22.595048","114.262083","地铁2号线;地铁8号线",2 and 8,E:\jojo\UCL\T2\0012\Q1_QGIS\2 and 8.shp|layername=2 and 8
"0","0",机场北,"22.6573","113.804835",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"1","1",国展南,"22.69039","113.784952",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"2","2",国展地铁站-D口,"22.700617","113.784365",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"3","3",国展北,"22.709394","113.783402",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"4","4",会展城,"22.718448","113.776218",,20号线,E:/jojo/UCL/T2/0012/Q1_QGIS/20号线.shp|layername=20号线
"62","62",福保,"22.513825","114.062486",地铁3号线,3号线,3号线.shp|layername=3号线
"63","63",益田,"22.522049","114.057673",地铁3号线,3号线,3号线.shp|layername=3号线
"64","64",石厦,"22.52906","114.060299","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"65","65",购物公园,"22.540108","114.060562","地铁1号线;地铁3号线",3号线,3号线.shp|layername=3号线
"66","66",福田,"22.545641","114.060784","地铁11号线;地铁2号线;地铁3号线;地铁8号线",3号线,3号线.shp|layername=3号线
"67","67",少年宫,"22.55368","114.067013","地铁3号线;地铁4号线",3号线,3号线.shp|layername=3号线
"68","68",莲花村,"22.554522","114.074512","地铁10号线;地铁3号线",3号线,3号线.shp|layername=3号线
"69","69",华新,"22.554929","114.093238","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"70","70",通新岭,"22.554809","114.102685","地铁3号线;地铁6号线",3号线,3号线.shp|layername=3号线
"71","71",红岭,"22.555001","114.110308","地铁3号线;地铁9号线",3号线,3号线.shp|layername=3号线
"72","72",老街,"22.55087","114.122738","地铁1号线;地铁3号线",3号线,3号线.shp|layername=3号线
"73","73",晒布,"22.555685","114.129194",地铁3号线,3号线,3号线.shp|layername=3号线
"74","74",翠竹,"22.562698","114.136556",地铁3号线,3号线,3号线.shp|layername=3号线
"75","75",田贝,"22.573393","114.136069","地铁3号线;地铁7号线",3号线,3号线.shp|layername=3号线
"76","76",水贝,"22.580283","114.131382",地铁3号线,3号线,3号线.shp|layername=3号线
"77","77",草埔,"22.590896","114.122825",地铁3号线,3号线,3号线.shp|layername=3号线
"78","78",布吉,"22.608013","114.128027","地铁3号线;地铁5号线",3号线,3号线.shp|layername=3号线
"79","79",木棉湾,"22.613348","114.136866",地铁3号线,3号线,3号线.shp|layername=3号线
"80","80",大芬,"22.620295","114.144786",地铁3号线,3号线,3号线.shp|layername=3号线
"81","81",丹竹头,"22.625729","114.154568",地铁3号线,3号线,3号线.shp|layername=3号线
"82","82",六约,"22.639974","114.1873",地铁3号线,3号线,3号线.shp|layername=3号线
"83","83",塘坑,"22.644976","114.199302",地铁3号线,3号线,3号线.shp|layername=3号线
"84","84",横岗,"22.65441","114.215408",地铁3号线,3号线,3号线.shp|layername=3号线
"85","85",永湖,"22.665032","114.224489",地铁3号线,3号线,3号线.shp|layername=3号线
"86","86",荷坳,"22.67936","114.23075",地铁3号线,3号线,3号线.shp|layername=3号线
"87","87",大运,"22.692046","114.234616",地铁3号线,3号线,3号线.shp|layername=3号线
"88","88",爱联,"22.703997","114.240852",地铁3号线,3号线,3号线.shp|layername=3号线
"89","89",吉祥,"22.716031","114.250865",地铁3号线,3号线,3号线.shp|layername=3号线
"90","90",龙城广场,"22.723214","114.26094",地铁3号线,3号线,3号线.shp|layername=3号线
"91","91",南联,"22.728121","114.272271",地铁3号线,3号线,3号线.shp|layername=3号线
"92","92",双龙,"22.734723","114.284105",地铁3号线,3号线,3号线.shp|layername=3号线
"93","93",牛湖,"22.73055","114.095683",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"94","94",观澜湖,"22.727468","114.082981",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"95","95",松元厦,"22.726785","114.071452",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"96","96",观澜,"22.72097","114.061443",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"97","97",长湖,"22.716443","114.051321",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"98","98",茜坑,"22.703112","114.047637",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"99","99",竹村,"22.692586","114.046811",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"100","100",清湖北,"22.67801","114.04696",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"101","101",清湖,"22.669994","114.0431",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"102","102",龙华,"22.657782","114.02894",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"103","103",龙胜,"22.651062","114.018852",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"104","104",上塘,"22.643199","114.019211",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"105","105",红山,"22.627971","114.029976","地铁4号线;地铁6号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"106","106",深圳北站,"22.616667","114.037138","地铁4号线;地铁5号线;地铁6号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"107","107",白石龙,"22.607264","114.049182",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"108","108",民乐,"22.600182","114.055133",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"109","109",上梅林,"22.575174","114.066543","地铁4号线;地铁9号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"110","110",莲花北,"22.566216","114.065949",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"111","111",少年宫,"22.55368","114.067013","地铁3号线;地铁4号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"112","112",市民中心,"22.546784","114.067844","地铁2号线;地铁4号线;地铁8号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"113","113",会展中心,"22.540331","114.067692","地铁1号线;地铁4号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"114","114",福民,"22.529772","114.072814","地铁10号线;地铁4号线;地铁7号线",4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"115","115",福田口岸,"22.521671","114.07583",地铁4号线,4号线,E:/jojo/UCL/T2/0012/Q1_QGIS/4号线.shp|layername=4号线
"116","116",黄贝岭,"22.552284","114.142497","地铁2号线;地铁5号线;地铁8号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"117","117",怡景,"22.562029","114.146592",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"118","118",太安,"22.579697","114.143568","地铁5号线;地铁7号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"119","119",布心,"22.587239","114.144521",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"120","120",百鸽笼,"22.601728","114.136855",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"121","121",布吉,"22.608013","114.128027","地铁3号线;地铁5号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"122","122",长龙,"22.614274","114.120431",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"123","123",下水径,"22.62123","114.117164",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"124","124",上水径,"22.627942","114.111884",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"125","125",杨美,"22.632634","114.086573",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"126","126",坂田,"22.633264","114.077406",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"127","127",五和,"22.632054","114.067291","地铁10号线;地铁5号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"128","128",民治,"22.623459","114.047419",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"129","129",深圳北站,"22.616667","114.037138","地铁4号线;地铁5号线;地铁6号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"130","130",长岭陂,"22.605556","114.016794",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"131","131",塘朗,"22.596454","114.006482",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"132","132",大学城,"22.588416","113.972166",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"133","133",西丽,"22.586456","113.960285","地铁5号线;地铁7号线",5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"134","134",留仙洞,"22.586132","113.950414",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
"135","135",兴东,"22.587478","113.925339",地铁5号线,5号线,E:/jojo/UCL/T2/0012/Q1_QGIS/5号线.shp|layername=5号线
